alpha,Hit@1,Hit@3
0.0,0.8609919340998798,0.9570962759567531
0.1,0.8635661575424747,0.957611120645272
0.2,0.8640810022309936,0.958125965333791
0.3,0.8656255362965506,0.9591556547108289
0.4,0.8651106916080316,0.9598421142955208
0.5,0.8666552256735884,0.9608718036725588
0.6,0.8668268405697614,0.9605285738802128
0.7,0.8687146044276643,0.9615582632572507
0.8,0.8712888278702592,0.9620731079457697
0.9,0.8707739831817402,0.9625879526342886
1.0,0.8716320576626051,0.9634460271151536
